"asuntoId";"sesion";"asunto";"ano";"fecha";"hora";"base";"mayoria";"resultado";"presidente";"presentes";"ausentes";"abstenciones";"afirmativos";"negativos";"votopresidente";"titulo";"auditoria";"permalink";"mes"
949;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 484, Expediente CD-21/07. Votacion en general y en particular";2007;14/11/2007;19:07:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Dictamen en el proyecto de ley en revision instituyendo el 16 de Junio como Día de Reflexión Nacional, Orden del Día 484 (CD - 21/07). Votacion en general y en particular";"ninguna";;
950;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 485, Expediente S-2994/06. Votacion en general y en particular";2007;14/11/2007;19:09:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";49;23;0;49;0;;"Dictamen en el proyecto de ley sobre Declaración de Monumento Histórico Nacional a la Casa de Estudios para Artistas de Buenos Aires, Orden del Día 485 (S - 2994/06). Votacion en general y en particular";"ninguna";;
951;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 647, Expediente CD-80/07. Votacion en general y en particular";2007;14/11/2007;19:10:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";50;22;0;50;0;;"Dictamen en el proyecto de ley en revision declarando Danza Nacional Argentina al Pericón, Orden del Día 647 (CD - 80/07). Votacion en general y en particular";"ninguna";;
952;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 652, Expediente S-2602/06. Votacion en general y en particular";2007;14/11/2007;19:11:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";50;22;0;50;0;;"Dictamen en el proyecto de ley en revision declarando Monumento Histórico Nacional a la usina Pedro de Mendoza de la Compañía Ex Italo Argentina de Electricidad de Buenos Aires, Orden del Día 652 (S - 2602/06). Votacion en general y en particular";"ninguna";;
953;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en general";2007;14/11/2007;22:24:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos CD - 3/07. Votacion en general";"ninguna";;
954;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-98/07. Votacion en general y en particular";2007;21/11/2007;16:48:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";52;20;0;50;2;;"Proyecto de ley en revision sobre Reestructuración de Créditos Hipotecarios pre-convertibilidad CD - 98/07. Votacion en general y en particular";"ninguna";;
955;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 1-Art. 1º .";2007;21/11/2007;16:58:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";53;19;0;53;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 1 - Art. 1º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
956;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 1-Art. 2º .";2007;21/11/2007;17:17:00;"Votos emitidos";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";53;19;6;47;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 1 - Art. 2º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
957;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 1-Art. 3º .";2007;21/11/2007;17:19:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";51;21;0;51;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 1 - Art. 3º . Observaciones : Art. 81 CN.";"ninguna";;
958;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 1-Art. 4º .";2007;21/11/2007;17:22:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";51;21;0;51;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 1 - Art. 4º . Observaciones : Art. 81 CN.";"ninguna";;
959;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 1-Art. 5º .";2007;21/11/2007;17:24:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";52;20;0;52;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 1 - Art. 5º . Observaciones : Art. 81 CN.";"ninguna";;
960;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 2-Art. 6º .";2007;21/11/2007;17:25:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";52;20;0;52;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 2 - Art. 6º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
961;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 2-Art. 7º a 9º .";2007;21/11/2007;17:27:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";51;21;0;51;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 2 - Art. 7º a 9º . Observaciones : Art. 81 CN.";"ninguna";;
962;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 3-Art. 10º y 11º .";2007;21/11/2007;17:28:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";52;20;0;52;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 3 - Art. 10º y 11º . Observaciones : Art. 81 CN.";"ninguna";;
963;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 4-Art. 12º, Capítulo 5-Art. 13º a 21º .";2007;21/11/2007;17:31:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";52;20;0;52;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 4 - Art. 12º, Capítulo 5 - Art. 13º a 21º . Observaciones : Art. 81 CN.";"RÍOS, Roberto Fabián, URQUIA, Roberto Daniel: ABSTENCIÓN Artículo 15º";;
964;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 6-Art. 22º a 25º, Capítulo 7-Art. 26º. Capítulo 8-Art. 27º, Capítulo 9-Art. 28º. .";2007;21/11/2007;17:33:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";51;21;0;51;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 6 - Art. 22º a 25º, Capítulo 7 - Art. 26º. Capítulo 8 - Art. 27º, Capítulo 9 - Art. 28º. . O";"ninguna";;
965;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 10-Art. 29º .";2007;21/11/2007;17:35:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";51;21;0;51;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 10 - Art. 29º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
966;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 11-Art. 30º .";2007;21/11/2007;17:37:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";53;19;0;53;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 11 - Art. 30º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
967;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 11-Art. 31º .";2007;21/11/2007;17:40:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";53;19;0;51;2;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 11 - Art. 31º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
968;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 11-Art. 32º .";2007;21/11/2007;17:43:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";52;20;0;52;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 11 - Art. 32º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
969;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 11-Art. 33º a 39º .";2007;21/11/2007;17:48:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";53;19;0;53;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 11 - Art. 33º a 39º . Observaciones : Art. 81 CN. con modificaciones.";"GIUSTINIANI, Rubén Héctor: ABSTENCIÓN Artículo 35º";;
970;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-3/07. Votacion en particular Capítulo 12-Art. 40º a 43º .";2007;21/11/2007;17:51:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";53;19;0;53;0;;"Dictamen en el proyecto de ley en revision sobre Presupuestos Mínimos de Protección Ambiental para los Bosques Nativos. CD - 3/07. Votacion en particular Capítulo 12 - Art. 40º a 43º . Observaciones : Art. 81 CN. con modificaciones.";"ninguna";;
971;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente S-171/07 y Expediente S-4364/06. Votacion en general y en particular";2007;21/11/2007;18:30:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";46;26;0;43;3;;"Proyecto de ley creando la Universidad Nacional de Villa Mercedes, San Luis S - 171/07 y S - 4364/06. Votacion en general y en particular";"ninguna";;
972;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 212, Expediente PE-- 687/06. Votacion en general y en particular";2007;21/11/2007;18:45:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;0;39;0;;"Dictamen en el proyecto de ley modificando parcialmente el Art. 35 de la ley 22421 y sus modificaciones de Protección y Conservación de la Fauna Silvestre, Orden del Día 212 (PE- 687/06). Votacion en general y en particular";"ninguna";;
973;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 957, Expediente S-365/07. Votacion en general y en particular";2007;21/11/2007;18:51:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;0;39;0;;"Dictamen en el proyecto de ley sobre Derechos de los Pacientes, Historia Clínica y Consentimiento Informado, Orden del Día 957 (S - 365/07). Votacion en general y en particular";"ninguna";;
974;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 68, Expediente CD-173/06. Votacion en general y en particular";2007;21/11/2007;18:53:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;0;39;0;;"Dictamen en el proyecto de ley en revision transfiriendo a título gratuito al Municipio de Presidente Roque Saenz Peña, Chaco, un inmueble propiedad del Estado Nacional, Orden del Día 68 (CD - 173/06). Votacion en general y en particular";"ninguna";;
975;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 716, Expediente CD-180/06. Votacion en general y en particular";2007;21/11/2007;18:54:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";40;32;0;40;0;;"Dictamen en el proyecto de ley en revision instituyendo el 19 de Noviembre de cada año como Día Nacional para la Prevención del Abuso contra los Niños, Niñas y Adolescentes, Orden del Día 716 (CD - 180/06). Votacion en general y en particular";"ninguna";;
976;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-124/06. Votacion en general y en particular";2007;21/11/2007;19:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";41;31;0;41;0;;"Proyecto de ley en revisión modificando el Art. 45 de la ley 26020, respecto al financiamiento mediante el Fondo Fiduciario para Subsidios de Consumos Residenciales, de un precio regional diferencial del GLP, para diversas provincias. CD - 124/06. Votacio";"ninguna";;
977;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente S-3553/07. Votacion en general y en particular";2007;21/11/2007;19:03:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;0;39;0;;"Proyecto de ley modificando la ley 26020 - Régimen Regulatorio de la Industria y Comercialización de Gas Licuado de Petróleo -, respecto al precio regional diferencial para los consumos residenciales. S - 3553/07. Votacion en general y en particular";"ninguna";;
978;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-119/07. Votacion en general y en particular";2007;21/11/2007;19:25:00;"Votos emitidos";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;2;37;0;;"Dictamen en el proyecto de ley en revisión modificando la ley 23966 (Impuesto a los Bienes Personales) respecto al aumento del piso mínimo del valor de los bienes gravados, modificación de las alícuotas y de las exenciones. CD - 119/07. Votacion en genera";"ninguna";;
979;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-134/06. Votacion en general y en particular";2007;21/11/2007;19:25:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";40;32;0;40;0;;"Proyecto de ley en revision sobre reasignación de una partida presupuestaria para el inmediato dragado del Puerto de Mar del Plata. CD - 134/06. Votacion en general y en particular";"ninguna";;
980;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-181/06. Votacion en general y en particular";2007;21/11/2007;19:27:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";40;32;0;40;0;;"Proyecto de ley en revision estableciendo una asignación presupuestaria especial y extraordinaria, con destino a la Universidad Nacional de Luján CD - 181/06. Votacion en general y en particular";"ninguna";;
981;"125° Período Legislativo - Ordinario - 13º Sesión";"Expediente CD-54/07. Votacion en general y en particular";2007;21/11/2007;19:30:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";37;35;0;37;0;;"Dictamen en el proyecto de ley en revision estableciendo el 22 de Noviembre de cada año como Día Nacional de la Gratuidad de la Enseñanza Universitaria. CD - 54/07. Votacion en general y en particular";"ninguna";;
982;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 897, Ni, Orden del Día 900, Ni, Orden del Día 904, Ni PE-251/07 PE-279/07 PE-326/07, etc";2007;21/11/2007;19:35:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";37;35;0;37;0;;"Dictamenes de la Comisión de Relaciones Exteriores y Culto en los siguientes proyectos de ley, Orden del Día 897 (NI), Orden del Día 900 (NI), Orden del Día 904 (NI) PE - 251/07 PE - 279/07 PE - 326/07, Orden del Día 898 (NI), Orden del Día 902 (NI), Orde";"ninguna";;
