"asuntoId";"sesion";"asunto";"ano";"fecha";"hora";"base";"mayoria";"resultado";"presidente";"presentes";"ausentes";"abstenciones";"afirmativos";"negativos";"votopresidente";"titulo";"auditoria";"permalink";"mes"
892;"125° Período Legislativo - Ordinario - 6º Sesión";"Orden del Dia 32, Expediente S-3790/06. Votacion en general y en particular";2007;23/5/2007;17:11:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";39;33;0;39;0;;"Dictamen en el proyecto de ley denominando «Puente de la Integración Dr. Miguel Ragone», al ubicado sobre el Río Seco en la Ruta Nacional 34, Dpto. Gral. San Martin, Salta. Orden del Dia 32 (S - 3790/06). Votacion en general y en particular";"ninguna";;
893;"125° Período Legislativo - Ordinario - 6º Sesión";"Orden del Dia 19, Expediente PE-- 448/06. Votacion en general y en particular";2007;23/5/2007;17:13:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";37;35;0;37;0;;"Dictamen en el proyecto de ley modificando diversos Artículos de la ley 25626 que dispone la prohibición de la importación de neumáticos recauchutados y neumáticos usados Orden del Dia 19 (PE- 448/06). Votacion en general y en particular";"ninguna";;
894;"125° Período Legislativo - Ordinario - 6º Sesión";"Orden del Dia 64, Expediente CD-155/06. Votacion en general y en particular";2007;23/5/2007;17:14:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";37;35;0;37;0;;"Dictamen en el proyecto de ley en revision transfiriendo a título gratuito un inmueble propiedad del Estado Nacional a la Municipalidad del departamento de Chilecito, Pcia de La Rioja. Orden del Dia 64 (CD - 155/06). Votacion en general y en particular";"ninguna";;
895;"125° Período Legislativo - Ordinario - 6º Sesión";"Orden del Día 72, Expediente S-4113/06. Votacion en general y en particular";2007;23/5/2007;17:33:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";44;28;0;44;0;;"Dictamen en el proyecto de ley por el que se transfiere a titulo gratuito a la Municipalidad de la Ciudad de Corrientes un inmueble propiedad del Estado Nacional, Orden del Día 72 (S - 4113/06). Votacion en general y en particular";"ninguna";;
896;"125° Período Legislativo - Ordinario - 6º Sesión";"Orden del Día 1314 y Anexos. Votacion en general y en particular";2007;23/5/2007;19:38:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";43;29;0;25;18;;"Dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en el Expediente o.V. - 161/06 : Auditoria General de la Nación remite resolución sobre la verificación de procedimientos y controles que lleva a cabo la Secretaria de Tr";"ninguna";;
897;"125° Período Legislativo - Ordinario - 6º Sesión";"Orden del Día 1333 y Anexos, Orden del Día 1334 y Anexos, Orden del Día 1431 y Anexos, S-4400/06, S-4401/06, PE-- 447/06 etc";2007;23/5/2007;19:41:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";41;31;0;24;17;;"Dictámenes de la Comisión Bicameral Permanente de Trámite Legislativo (Ley 26122) en los siguientes expedientes :, Orden del Día 1333 y Anexos, Orden del Día 1334 y Anexos, Orden del Día 1431 y Anexos (S - 4400/06) (S - 4401/06) (PE- 447/06), Orden del Dí";"ninguna";;
898;"125° Período Legislativo - Ordinario - 7º Sesión";"Orden del Día 306, Expediente PE-- 449/06. Votacion en general y en particular .";2007;6/6/2007;18:35:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";52;20;0;51;1;;"Dictamen en el proyecto de ley por el cual se Incorporan Títulos al Código Penal y se modifican Artículos del Mismo sobre Penalización de Asociaciones Ilícitas Terroristas y su Financiación, Orden del Día 306 (PE- 449/06). Votacion en general y en particu";"ninguna";;
899;"125° Período Legislativo - Ordinario - 7º Sesión";"Orden del Día 305, Expediente PE-- 63/07. Votacion en general y en particular";2007;6/6/2007;19:13:00;"Votos emitidos";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";45;27;1;44;0;;"Dictamen en el proyecto de ley declarando de Utilidad Pública y Sujetos a Expropiación diversos inmuebles ubicados en la Ciudad de Buenos Aires, propiedad de la Asociación Francesa Filantrópica y de Beneficencia, con destino al Instituto Nacional de Servi";"ninguna";;
900;"125° Período Legislativo - Ordinario - 8º Sesión";"Orden del Día 344, Expediente S-4425/06. Votacion en general";2007;27/6/2007;18:04:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";46;26;0;46;0;;"Dictamen en el proyecto de ley creando la Universidad Nacional de Río Negro, Orden del Día 344 (S - 4425/06). Votacion en general";"ninguna";;
901;"125° Período Legislativo - Ordinario - 8º Sesión";"Orden del Día 344, Expediente S-4425/06. Votacion en particular";2007;27/6/2007;18:13:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Dictamen en el proyecto de ley creando la Universidad Nacional de Río Negro, Orden del Día 344 (S - 4425/06). Votacion en particular";"ninguna";;
902;"125° Período Legislativo - Ordinario - 9º Sesión";"Expediente CD-52/07. Votacion en general y en particular";2007;4/7/2007;16:34:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";43;29;0;43;0;;"Proyecto de ley en revision declarando Lugares Históricos Nacionales la Plaza de la Memoria y el solar que ocupa la Asociación Mutual Israelita Argentina (Amia) ubicados en la Ciudad Autónoma de Buenos Aires CD - 52/07. Votacion en general y en particular";"ninguna";;
903;"125° Período Legislativo - Ordinario - 9º Sesión";"Orden del Día 423, Expediente PE-- 123/07. Votacion en general y en particular";2007;4/7/2007;18:40:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";47;25;0;32;15;;"Dictamen en el proyecto de ley por el que se Reordena la Actividad Ferroviaria, Orden del Día 423 (PE- 123/07). Votacion en general y en particular";"ninguna";;
904;"125° Período Legislativo - Ordinario - 9º Sesión";"Orden del Día 425, NI, Expediente CD-29/07. Votacion en general y en particular";2007;4/7/2007;19:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";44;28;0;43;1;;"Dictamen en el proyecto de ley en revision sobre Desarrollo y Producción de la Biotecnología Moderna, Orden del Día 425 (NI) (CD - 29/07). Votacion en general y en particular";"ninguna";;
905;"125° Período Legislativo - Ordinario - 9º Sesión";"Orden del Día 424, Ni, Expediente CD-117/06. Votacion en general y en particular";2007;4/7/2007;19:03:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";40;32;0;40;0;;"Dictamen en el proyecto de ley en revision declarando como Cuna del Cooperativismo Agropecuario Argentino a la Ciudad de Basavilbaso, entre Ríos, Orden del Día 424 (NI) (CD - 117/06). Votacion en general y en particular";"ninguna";;
906;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 472, Expediente S-3264/06; S-960/06. Votacion en general y en particular";2007;8/8/2007;17:39:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";48;24;0;48;0;;"Orden del Día 472 (S - 3264/06) Espacio Aéreo en Parques Nacionales. S - 960/06 Proyecto de ley de Regularización de la Producción, Inportación, Comercialización y Uso de Fibras de Asbesto. Votacion en general y en particular";"ninguna";;
907;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 440, Expediente CD-44/07. Votacion en general y en particular";2007;8/8/2007;18:31:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";38;34;0;38;0;;"Dictamen en el proyecto de ley en revision declarando a Diciembre de 2007 como Mes del Centenario del Descubrimiento del Petróleo Argentino, Orden del Día 440 (CD - 44/07). Votacion en general y en particular";"ninguna";;
908;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 345, Expediente CD-174/06. Votacion en general y en particular";2007;8/8/2007;18:49:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;0;39;0;;"Dictamen en el proyecto de ley en revision sobre Programa Nacional Prevención de Discapacidades en el Recién Nacido, Orden del Día 345 (CD - 174/06). Votacion en general y en particular";"ninguna";;
909;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 1414, Expediente S-498/06. Votacion en general y en particular";2007;8/8/2007;18:50:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;0;39;0;;"Dictamen en el proyecto de ley sobre transferencia gratuita de un inmueble del Estado Nacional a la Municipalidad de Taco Pozo, Chaco, Orden del Día 1414 (S - 498/06). Votacion en general y en particular";"ninguna";;
910;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 319, Expediente PE-- 154/01. Votacion en general y en particular";2007;8/8/2007;18:51:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";40;32;0;38;2;;"Dictamen en el proyecto de ley aprobando la Enmienda al Párrafo 1 del Art. 20 de la Convención sobre la Eliminación de Todas las Formas de Discriminación contra la Mujer, Orden del Día 319 (PE- 154/01). Votacion en general y en particular";"ninguna";;
911;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 398, Expediente S-1632/07. Votacion en general y en particular";2007;8/8/2007;18:53:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";41;31;0;41;0;;"Dictamen en el proyecto de ley por el que se transfiere a la Municipalidad de Tabay, Distrito Concepción, Corrientes, un terreno propiedad del Estado Nacional, Orden del Día 398 (S - 1632/07). Votacion en general y en particular";"ninguna";;
912;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 307, Expediente PE-- 801/06. Votacion en general y en particular";2007;8/8/2007;18:54:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";42;30;0;42;0;;"Dictamen en el proyecto de ley aprobando el Acuerdo con la República Federativa del Brasil, sobre Localidades Fronterizas Vinculadas suscripto en Puerto Iguazú el 30 de Noviembre de 2005, Orden del Día 307 (PE- 801/06). Votacion en general y en particular";"ninguna";;
913;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 474, Expediente CD-10/07. Votacion en general y en particular";2007;8/8/2007;18:56:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";43;29;0;42;1;;"Dictamen en el proyecto de ley en revision declarando a San Francisco del Monte de Oro, departamento de Ayacucho, Provincia de San Luis, Capital Nacional de la Educación Pública y del Maestro, Orden del Día 474 (CD - 10/07). Votacion en general y en parti";"ninguna";;
914;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 310, Expediente S-3328/06. Votacion en general y en particular";2007;8/8/2007;18:57:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";43;29;0;43;0;;"Dictamen en el proyecto de ley transfiriendo a Título Gratuito, el dominio de un inmueble propiedad del Estado Nacional, al Municipio de Viedma, Río Negro, Orden del Día 310 (S - 3328/06). Votacion en general y en particular";"ninguna";;
915;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 1325, Expediente CD-90/06. Votacion en general y en particular";2007;8/8/2007;18:58:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";44;28;0;44;0;;"Dictamen en el proyecto de ley Venido en revision por el que se modifica el Art. 8º de la ley 19279 -Facultad del Banco de la Nación Argentina de otorgar préstamos para adquisición de automotores para personas con discapacidad, Orden del Día 1325 (CD - 90";"ninguna";;
916;"125° Período Legislativo - Ordinario - 10º Sesión";"Expediente S-132/05. Votacion en particular";2007;8/8/2007;19:00:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";44;28;0;44;0;;"modificaciones introducidas por la H. Cámara de Diputados en el proyecto de ley que le fuera pasado en revisión modificando la ley 25970 - creación del Juzgado Federal de Primera Instancia de Villa María, Córdoba S - 132/05. Votacion en particular";"ninguna";;
917;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 399, Expediente S-618/07. Votacion en general y en particular";2007;8/8/2007;19:02:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";41;31;0;41;0;;"Dictamen en el proyecto de ley transfiriendo a título gratuito a favor de la Municipalidad de Gualeguaychú, entre Ríos, un inmueble propiedad del Estado Nacional, Orden del Día 399 (S - 618/07). Votacion en general y en particular";"ninguna";;
918;"125° Período Legislativo - Ordinario - 10º Sesión";"Expediente S-1994/06. Votacion en general y en particular";2007;8/8/2007;19:03:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";40;32;0;40;0;;"Dictamen en el proyecto de ley declarando a todos los meteoritos y demás cuerpos celestes que se encuentren o Ingresen en el Territorio de la República Argentina «Bienes y Objetos Culturales de la República Argentina «. S - 1994/06. Votacion en general y";"ninguna";;
919;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 397, Expediente S-2728/06. Votacion en general y en particular";2007;8/8/2007;19:04:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";40;32;0;40;0;;"Dictamen en el proyecto de ley transfiriendo a título gratuito a favor de la Municipalidad de Viale, departamento de Paraná, entre Ríos, un inmueble propiedad del Estado Nacional, Orden del Día 397 (S - 2728/06). Votacion en general y en particular";"ninguna";;
920;"125° Período Legislativo - Ordinario - 10º Sesión";"Expediente S-4426/06. Votacion en general y en particular";2007;8/8/2007;19:05:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";42;30;0;42;0;;"Dictamen en el proyecto de ley declarando Monumento Histórico Nacional al edificio del «Teatro Español» ubicado en Comodoro Rivadavia, Chubut. S - 4426/06. Votacion en general y en particular";"ninguna";;
921;"125° Período Legislativo - Ordinario - 10º Sesión";"Orden del Día 461, Expediente S-116, 12 y 1140/06";2007;8/8/2007;19:22:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";39;33;0;39;0;;"Dictamen en las modificaciones introducidas por la H. Cámara de Diputados en el proyecto de ley que le fuera pasado en revision declarando de Interés Nacional la Prevención y Control de las Formas de Transmisión de la Enfermedad de Chagas, Orden del Día 4";"ninguna";;
922;"125° Período Legislativo - Ordinario - 11º Sesión";"Expediente CD-51/07. Votacion en general y en particular";2007;22/8/2007;17:25:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";48;24;0;48;0;;"Dictamen en el proyecto de ley en revision de creación de los Institutos Universitarios de Seguridad Marítima de la Prefectura Naval Argentina y de Gendarmería Nacional CD - 51/07. Votacion en general y en particular";"ninguna";;
923;"125° Período Legislativo - Ordinario - 11º Sesión";"Orden del Día 626, Expediente CD-81/07. Votacion en general y en particular";2007;22/8/2007;18:18:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";44;28;0;44;0;;"Dictamen en el proyecto de ley en revisión modificando el Artículo 23 de la Impuesto a las Ganancias (T.O. 1997 y sus modificaciones), Orden del Día 626 (CD - 81/07). Votacion en general y en particular";"ninguna";;
924;"125° Período Legislativo - Ordinario - 11º Sesión";"Orden del Día 570, Expediente S-257/07. Votacion en general y en particular";2007;22/8/2007;18:24:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";44;28;0;44;0;;"Dictamen en el proyecto de ley modificando el Articulo 54 de la ley 26198 (Presupuesto 2007) respecto a establecer el orden de prioridad para la colocacion de Bonos de Consolidacion y de Bonos de Consolidacion de Deudas Previsionales, Orden del Día 570 (S";"ninguna";;
925;"125° Período Legislativo - Ordinario - 11º Sesión";"Expediente CD-82/07. Votacion en general y en particular";2007;22/8/2007;19:26:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";45;27;0;45;0;;"Proyecto de ley en revisión modificando el Art. 7º de la ley 24588 (Garantía de los Intereses del Estado Nacional en la Ciudad de Buenos Aires) sobre competencia en materia de seguridad CD - 82/07. Votacion en general y en particular";"ninguna";;
926;"125° Período Legislativo - Ordinario - 11º Sesión";"Expediente S-1148/06. Votacion en general y en particular";2007;22/8/2007;19:29:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";42;30;0;42;0;;"Dictamen en el proyecto de ley sobre Restitución de Estandartes Españoles a la Provincia de Mendoza S - 1148/06. Votacion en general y en particular";"ninguna";;
927;"125° Período Legislativo - Ordinario - 11º Sesión";"Orden del Día 312, Expediente S-849 y 7/07. Votacion en general y en particular";2007;22/8/2007;19:41:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"SCIOLI, Daniel";39;33;0;39;0;;"Dictamen en el proyecto de ley Restituyendo a título gratuito a la Pcia. de Jujuy el dominio de un inmueble propiedad del Estado Nacional ubicado en la Ciudad de San Salvador de Jujuy, Jujuy, Orden del Día 312 (S - 849 y 7/07). Votacion en general y en pa";"ninguna";;
928;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 581, Expediente PE-- 450/06, PE-- 686/06, PE-- 689/06, PE-- 69/07, Orden del Día 585, Orden del Día 586, etc";2007;7/11/2007;17:28:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";42;30;0;42;0;;"Orden del Día 581 (PE- 450/06) (PE- 686/06) (PE- 689/06) (PE- 69/07), Orden del Día 585, Orden del Día 586, Orden del Día 587, Orden del Día 662 (PE- 70/07) (PE- 71/07) (PE- 72/07) (PE- 117/07), Orden del Día 663, Orden del Día 664, Orden del Día 665, Ord";"ninguna";;
929;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 650, Expediente S-1610/07. Votacion en general y en particular";2007;7/11/2007;17:29:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";41;31;0;41;0;;"Dictamen en el proyecto de ley declarando Monumento Historico Nacional al puente basculante ferrocarretero construido sobre el curso inferior del Rio Negro, Orden del Día 650 (S - 1610/07). Votacion en general y en particular";"ninguna";;
930;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 401, Expediente S-4270/06. Votacion en general y en particular";2007;7/11/2007;17:30:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";41;31;0;41;0;;"Dictamen en el proyecto de ley transfiriendo a titulo gratuito a la Fundacion Juanito, un inmueble perteneciente al Estado Nacional, ubicado en la Ciudad de Buenos Aires. Orden del Día 401 (S - 4270/06). Votacion en general y en particular";"ninguna";;
931;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 708, Expediente CD-200/06. Votacion en general y en particular";2007;7/11/2007;17:40:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";41;31;0;41;0;;"Dictamen en el proyecto de ley en revision por el que se crea el Registro Único para la Inscripción de Personas que Realizan Tareas de Control de Admisión en Espectáculos Musicales, Artísticos y de Entretenimientos, Orden del Día 708 (CD - 200/06). Votaci";"ninguna";;
932;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 829, Expediente CD-28/06. Votacion en general y en particular";2007;7/11/2007;17:43:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";41;31;0;41;0;;"Dictamen en el proyecto de ley en revision Suprimiendo del Registro Nacional de Reincidencia y Demas Registros de Organismos de Defensa y Seguridad Nacionales y Provinciales, Todos los Antecedentes y Resoluciones Dictadas por los Consejos de Guerra Especi";"ninguna";;
933;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 733, Expediente CD-140/06. Votacion en general y en particular";2007;7/11/2007;17:45:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";43;29;0;43;0;;"Dictamen en el proyecto de ley en revision Incluyendo en la ley 24059 y S /M 26102 - Sistema de Seguridad Interior - capacitacion a su personal en materia de derechos humanos reconocidos a niños, niñas y adolescentes, Orden del Día 733 (CD - 140/06). Vota";"ninguna";;
934;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 28, Expediente CD-116/06. Votacion en general y en particular";2007;7/11/2007;17:46:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";43;29;0;43;0;;"Dictamen en el proyecto de ley en revision declarando Bien de Interés Histórico Arquitectónico Nacional el predio donde funciona el Complejo Social Educativo Escuela Hogar «Eva Perón» de la Ciudad de Paraná, entre Ríos, Orden del Día 28 (CD - 116/06). Vot";"ninguna";;
935;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 337, Expediente CD-126/06. Votacion en general y en particular";2007;7/11/2007;17:50:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";44;28;0;44;0;;"Dictamen en el proyecto de ley en revision declarando el Estado de Emergencia de la Actividad Pesca del Río en el Río Parana, Orden del Día 337 (CD - 126/06). Votacion en general y en particular";"ninguna";;
936;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 343, Expediente S-150/07. Votacion en general y en particular";2007;7/11/2007;17:51:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";44;28;0;44;0;;"Dictamen en el proyecto de ley creando la Universidad Nacional del Chaco Austral, Orden del Día 343 (S - 150/07). Votacion en general y en particular";"ninguna";;
937;"125° Período Legislativo - Ordinario - 12º Sesión";"Orden del Día 404, Expediente S-338/07. Votacion en general y en particular";2007;7/11/2007;17:53:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";44;28;0;44;0;;"Dictamen en el proyecto de ley por el que se regula, promueve y facilita el ahorro infantil, Orden del Día 404 (S - 338/07). Votacion en general y en particular";"ninguna";;
938;"125° Período Legislativo - Ordinario - 12º Sesión";"Expediente PE-320/07. Votacion en general y en particular";2007;7/11/2007;18:13:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";43;29;0;43;0;;"Dictamen en el Mensaje Nº 1273/07 y Proyecto de ley autorizando la entrada de tropas extranjeras al territorio nacional y la salida fuera de el de fuerzas nacionales, para que participen del Programa de Ejercitaciones Combinadas desde el 1º de Septiembre";"ninguna";;
939;"125° Período Legislativo - Ordinario - 12º Sesión";"Expediente S-3379/07. Votacion en general y en particular";2007;7/11/2007;18:15:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";43;29;0;43;0;;"Proyecto de ley transfiriendo a título gratuito a la Pcia. de Río Negro un inmueble propiedad del Estado Nacional ubicado en la Ciudad de San Carlos de Bariloche. S - 3379/07. Votacion en general y en particular";"ninguna";;
940;"125° Período Legislativo - Ordinario - 12º Sesión";"Expediente S-2564/07. Votacion en general y en particular";2007;7/11/2007;18:16:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"LÓPEZ ARIAS, Marcelo Eduardo";38;34;0;38;0;;"Proyecto de ley modificando la ley 24636 -Monumento Nacional a la Memoria de las Víctimas del Holocausto Judío - respecto al lugar del emplazamiento del monumento. S - 2564/07. Votacion en general y en particular";"ninguna";;
941;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 303, JGM-6/00, 12/01, 13/02, 5/03, 8/04, 8/05 y Expediente OV- 44-336/00, 312, 313, 439/01. Votacion en general y en particular";2007;14/11/2007;18:50:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";48;24;0;48;0;;"Dictamen en el proyecto de ley aprobando las Cuentas de Inversión Correspondientes a los Años 199 9 a 2004, Orden del Día 303 (JGM - 6/00, 12/01, 13/02, 5/03, 8/04, 8/05 y OV - 44 - 336/00, 312, 313, 439/01, 244/02, 97 - 474 - 581 - 672/03, 11 - 655/04, 1";"ninguna";;
942;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 1364, Expediente CD-41/06. Votacion en general y en particular";2007;14/11/2007;18:51:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";48;24;0;48;0;;"Dictamen en el proyecto de ley en revision declarando Lugar Histórico Nacional a la Casa Moneta, ubicada en la base «Orcadas» en la Isla Laurie, Tierra del Fuego, Antártida e Islas del Atlántico Sur, Orden del Día 1364 (CD - 41/06). Votacion en general y";"ninguna";;
943;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 1425, Expediente CD-148/06. Votacion en general y en particular";2007;14/11/2007;18:52:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";48;24;0;48;0;;"Dictamen en el proyecto de ley en revision declarando el 3 de Diciembre de cada año como Día Nacional de la Producción Orgánica, Orden del Día 1425 (CD - 148/06). Votacion en general y en particular";"ninguna";;
944;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 15, Expediente S-1078/06. Votacion en general y en particular";2007;14/11/2007;19:01:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Dictamen en el proyecto de ley instituyendo el 9 de Junio como el «Día Nacional de la Reivindicación de las Instituciones Democráticas», Orden del Día 15 (S - 1078/06). Votacion en general y en particular";"ninguna";;
945;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 18, Expediente PE-- 317/06. Votacion en general y en particular";2007;14/11/2007;19:03:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Dictamen en el proyecto de ley declarando el Día 25 de Noviembre como el Día de la Libertad de Conciencia y de la Libertad Religiosa, Orden del Día 18 (PE- 317/06). Votacion en general y en particular";"ninguna";;
946;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 20, Expediente S-1715/06. Votacion en general y en particular";2007;14/11/2007;19:04:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Dictamen en el proyecto de ley sobre Inclusión de la Bandera Nacional en las páginas web de los organismos nacionales, Orden del Día 20 (S - 1715/06). Votacion en general y en particular";"ninguna";;
947;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 26, Expediente CD-42/06. Votacion en general y en particular";2007;14/11/2007;19:05:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Dictamen en el proyecto de ley en revision declarando Monumento Histórico Nacional el «Fortín Coronel Belice», Dpto.De Avellaneda, Río Negro, Orden del Día 26 (CD - 42/06). Votacion en general y en particular";"ninguna";;
948;"125° Período Legislativo - Ordinario - 13º Sesión";"Orden del Día 179, Expediente S-1073/06. Votacion en general y en particular";2007;14/11/2007;19:06:00;"Miembros presentes";"Más de la mitad";"AFIRMATIVO";"PAMPURO, José Juan Bautista";45;27;0;45;0;;"Dictamen en el proyecto de ley disponiendo campañas de difusión sobre aquellos feriados nacionales conmemorativos de acontecimientos históricos o de próceres nacionales establecidos por la ley de feriados nacionales y días no laborables Nº 21329, Orden de";"ninguna";;
